gene_id,gene_symbol,id_type
Rdh13,Rdh13,symbol
ENSRNOG00000062480,,ensembl
Gp6,Gp6,symbol
Nlrp2,Nlrp2,symbol
Ncr1,Ncr1,symbol
ENSRNOG00000066198,,ensembl
Kir3dl1,Kir3dl1,symbol
Mospd1,Mospd1,symbol
Lilrb4,Lilrb4,symbol
Lilrb3,Lilrb3,symbol
Lilra5,Lilra5,symbol
Leng9,Leng9,symbol
Leng8,Leng8,symbol
Ttyh1,Ttyh1,symbol
LOC120100223,LOC120100223,symbol
Lair1,Lair1,symbol
ENSRNOG00000067708,,ensembl
Nlrp4b,Nlrp4b,symbol
Vom2r29,Vom2r29,symbol
Vom2r31,Vom2r31,symbol
ENSRNOG00000065158,,ensembl
Vom2r30,Vom2r30,symbol
Vom2r31,Vom2r31,symbol
Vom2r29,Vom2r29,symbol
Vmn1r72,Vmn1r72,symbol
Vom2r32,Vom2r32,symbol
Vom1r41,Vom1r41,symbol
AABR07002467.1,AABR07002467.1,symbol
ENSRNOG00000070086,,ensembl
LOC100362054,LOC100362054,symbol
Vom1r42,Vom1r42,symbol
Vom1r44,Vom1r44,symbol
ENSRNOG00000065121,,ensembl
Vom1r45,Vom1r45,symbol
AC096201.1,AC096201.1,symbol
Vom1r-ps51,Vom1r-ps51,symbol
Vom1r46,Vom1r46,symbol
Vom1r47,Vom1r47,symbol
LOC108348146,LOC108348146,symbol
ENSRNOG00000065958,Vom1r49,ensembl
RGD1564617,RGD1564617,symbol
Vom1r46,Vom1r46,symbol
Zfp551,Zfp551,symbol
LOC108348425,LOC108348425,symbol
LOC108349838,LOC108349838,symbol
Vom1r52,Vom1r52,symbol
Vom1r53,Vom1r53,symbol
Vom1r53,Vom1r53,symbol
Vom2r33,Vom2r33,symbol
ENSRNOG00000063366,,ensembl
Zfp606,Zfp606,symbol
C1h19orf18,C1h19orf18,symbol
AABR07002093.2,AABR07002093.2,symbol
Vom2r33,Vom2r33,symbol
Vom2r35,Vom2r35,symbol
Mir295-2,Mir295-2,symbol
Zscan18,Zscan18,symbol
ENSRNOG00000068712,Snn,ensembl
ENSRNOG00000064594,,ensembl
Zfp329,Zfp329,symbol
Zfp110,Zfp110,symbol
ENSRNOG00000064168,,ensembl
Znf8,Znf8,symbol
Zscan22,Zscan22,symbol
Rps5,Rps5,symbol
Rnf225,Rnf225,symbol
AABR07002066.2,AABR07002066.2,symbol
ENSRNOG00000063212,LOC134483627,ensembl
ENSRNOG00000070030,,ensembl
Zfp324,Zfp324,symbol
Zfp446,Zfp446,symbol
Slc27a5,Slc27a5,symbol
Zbtb45,Zbtb45,symbol
Trim28,Trim28,symbol
Chmp2a,Chmp2a,symbol
Ube2m,Ube2m,symbol
ENSRNOG00000065335,,ensembl
Mzf1,Mzf1,symbol
Vom1r55,Vom1r55,symbol
ENSRNOG00000063282,,ensembl
ENSRNOG00000064171,,ensembl
LOC100365062,LOC100365062,symbol
LOC120097724,LOC120097724,symbol
Vom1r56,Vom1r56,symbol
Vom1r57,Vom1r57,symbol
Vom1r59,Vom1r59,symbol
ENSRNOG00000065806,,ensembl
ENSRNOG00000062481,,ensembl
Vom1r60,Vom1r60,symbol
Vom1r61,Vom1r61,symbol
Vom1r62,Vom1r62,symbol
Zswim9,Zswim9,symbol
Lig1,Lig1,symbol
Pla2g4c,Pla2g4c,symbol
ENSRNOG00000065015,,ensembl
Cabp5,Cabp5,symbol
Bsph1,Bsph1,symbol
Bsph2,Bsph2,symbol
LOC100360574,LOC100360574,symbol
LOC120100453,LOC120100453,symbol
Sult2a2,Sult2a2,symbol
ENSRNOG00000067528,,ensembl
Sult2a2-ps1,Sult2a2-ps1,symbol
LOC120100123,LOC120100123,symbol
AABR07002546.1,AABR07002546.1,symbol
ENSRNOG00000070843,,ensembl
ENSRNOG00000066001,,ensembl
Sult2a2,Sult2a2,symbol
ENSRNOG00000066824,,ensembl
LOC120100122,LOC120100122,symbol
ENSRNOG00000069311,,ensembl
ENSRNOG00000065383,,ensembl
ENSRNOG00000064994,,ensembl
ENSRNOG00000065572,,ensembl
AABR07002622.1,AABR07002622.1,symbol
Obox1,Obox1,symbol
Rpl23a-ps5,Rpl23a-ps5,symbol
Crx,Crx,symbol
Crxos1,Crxos1,symbol
Selenow,Selenow,symbol
Selenow,Selenow,symbol
LOC100360843,LOC100360843,symbol
LOC100364427,LOC100364427,symbol
Rpl9,Rpl9,symbol
Nop53,Nop53,symbol
Snord23,Snord23,symbol
Ehd2,Ehd2,symbol
Bicra,Bicra,symbol
Zfp541,Zfp541,symbol
Napa,Napa,symbol
Slc8a2,Slc8a2,symbol
Meis3,Meis3,symbol
Dhx34,Dhx34,symbol
AABR07002627.1,AABR07002627.1,symbol
C5ar2,C5ar2,symbol
ENSRNOG00000066925,,ensembl
Inafm1,Inafm1,symbol
Bbc3,Bbc3,symbol
Sae1,Sae1,symbol
Zc3h4,Zc3h4,symbol
Tmem160,Tmem160,symbol
Npas1,Npas1,symbol
Arhgap35,Arhgap35,symbol
Gng5,Gng5,symbol
LOC102550403,LOC102550403,symbol
LOC108349752,LOC108349752,symbol
Ceacam9,Ceacam9,symbol
Ap2s1,Ap2s1,symbol
LOC679748,LOC679748,symbol
Slc1a5,Slc1a5,symbol
Fkrp,Fkrp,symbol
Strn4,Strn4,symbol
Prkd2,Prkd2,symbol
Dact3,Dact3,symbol
Gng8,Gng8,symbol
Ptgir,Ptgir,symbol
Calm3,Calm3,symbol
Pnma8b,Pnma8b,symbol
Pnma8a,Pnma8a,symbol
Pnma8c,Pnma8c,symbol
Ccdc8,Ccdc8,symbol
Ppp5c,Ppp5c,symbol
Hif3a,Hif3a,symbol
Cgm4,Cgm4,symbol
Psg16,Psg16,symbol
Ceacam3,Ceacam3,symbol
Psgb1,Psgb1,symbol
Psg29,Psg29,symbol
LOC120098290,LOC120098290,symbol
LOC102557244,LOC102557244,symbol
Ceacam11,Ceacam11,symbol
Ceacam12,Ceacam12,symbol
AC093995.2,AC093995.2,symbol
ENSRNOG00000063019,,ensembl
Mill1,Mill1,symbol
ENSRNOG00000066787,,ensembl
Psg19,Psg19,symbol
LOC102557319,LOC102557319,symbol
ENSRNOG00000068164,,ensembl
AC093995.1,AC093995.1,symbol
AC093995.3,AC093995.3,symbol
ENSRNOG00000062548,,ensembl
Micb,Micb,symbol
ENSRNOG00000067431,,ensembl
Pglyrp1,Pglyrp1,symbol
Ccdc61,Ccdc61,symbol
Nova2,Nova2,symbol
Nanos2,Nanos2,symbol
Mypop,Mypop,symbol
AC110846.1,AC110846.1,symbol
Irf2bp1,Irf2bp1,symbol
Foxa3,Foxa3,symbol
Sympk,Sympk,symbol
Rsph6a,Rsph6a,symbol
Dmwd,Dmwd,symbol
Dmpk,Dmpk,symbol
Six5,Six5,symbol
Meiosin,Meiosin,symbol
Fbxo46,Fbxo46,symbol
Qpctl,Qpctl,symbol
Snrpd2,Snrpd2,symbol
Gipr,Gipr,symbol
Eml2,Eml2,symbol
Mir330,Mir330,symbol
Gpr4,Gpr4,symbol
Opa3,Opa3,symbol
Opa3,Opa3,symbol
LOC120100200,LOC120100200,symbol
Vasp,Vasp,symbol
Ppm1n,Ppm1n,symbol
Rtn2,Rtn2,symbol
Fosb,Fosb,symbol
ENSRNOG00000066659,,ensembl
Ercc1,Ercc1,symbol
Polr1g,Polr1g,symbol
Ppp1r13l,Ppp1r13l,symbol
Ercc2,Ercc2,symbol
Mir343,Mir343,symbol
Klc3,Klc3,symbol
Ckm,Ckm,symbol
Mark4,Mark4,symbol
LOC120100211,LOC120100211,symbol
Exoc3l2,Exoc3l2,symbol
Bloc1s3,Bloc1s3,symbol
Trappc6a,Trappc6a,symbol
Nkpd1,Nkpd1,symbol
Ppp1r37,Ppp1r37,symbol
Gemin7,Gemin7,symbol
ENSRNOG00000067938,,ensembl
Zfp296,Zfp296,symbol
Clasrp,Clasrp,symbol
Relb,Relb,symbol
Clptm1,Clptm1,symbol
Apoc2,Apoc2,symbol
Apoc4,Apoc4,symbol
Apoc1,Apoc1,symbol
Apoe,Apoe,symbol
Tomm40,Tomm40,symbol
Nectin2,Nectin2,symbol
Bcam,Bcam,symbol
Cblc,Cblc,symbol
Bcl3,Bcl3,symbol
Ceacam16,Ceacam16,symbol
Ceacam19,Ceacam19,symbol
Pvr,Pvr,symbol
Igsf23,Igsf23,symbol
Ceacam20,Ceacam20,symbol
Zfp180,Zfp180,symbol
Zfp112,Zfp112,symbol
Zfp235,Zfp235,symbol
AABR07002683.1,AABR07002683.1,symbol
ENSRNOG00000064633,,ensembl
Zfp111,Zfp111,symbol
ENSRNOG00000069440,,ensembl
Znf235-ps1,Znf235-ps1,symbol
ENSRNOG00000064652,,ensembl
LOC108348989,LOC108348989,symbol
Zfp108,Zfp108,symbol
ENSRNOG00000066146,,ensembl
Zfp94,Zfp94,symbol
Zfp94,Zfp94,symbol
LOC103691053,LOC103691053,symbol
LOC102548695,LOC102548695,symbol
Tescl,Tescl,symbol
Lypd5,Lypd5,symbol
Kcnn4,Kcnn4,symbol
Smg9,Smg9,symbol
Irgc,Irgc,symbol
Plaur,Plaur,symbol
Cadm4,Cadm4,symbol
Zfp428,Zfp428,symbol
Srrm5,Srrm5,symbol
Irgq,Irgq,symbol
Pinlyp,Pinlyp,symbol
Xrcc1,Xrcc1,symbol
Zfp575,Zfp575,symbol
Ethe1,Ethe1,symbol
Phldb3,Phldb3,symbol
Lypd3,Lypd3,symbol
Tex101,Tex101,symbol
Lypd10,Lypd10,symbol
LOC100363535,LOC100363535,symbol
LOC681077,LOC681077,symbol
Lypd10,Lypd10,symbol
Cd177,Cd177,symbol
Ceacam4,Ceacam4,symbol
Ceacam6,Ceacam6,symbol
Lypd4,Lypd4,symbol
Dmrtc2,Dmrtc2,symbol
Rps19,Rps19,symbol
Cd79a,Cd79a,symbol
Arhgef1,Arhgef1,symbol
Erfl,Erfl,symbol
Rabac1,Rabac1,symbol
Atp1a3,Atp1a3,symbol
Grik5,Grik5,symbol
Zfp574,Zfp574,symbol
Pou2f2,Pou2f2,symbol
LOC103691054,LOC103691054,symbol
ENSRNOG00000063182,,ensembl
Dedd2,Dedd2,symbol
LOC120100137,LOC120100137,symbol
Zfp526,Zfp526,symbol
Gsk3a,Gsk3a,symbol
ENSRNOG00000068838,,ensembl
Erf,Erf,symbol
Cic,Cic,symbol
Pafah1b3,Pafah1b3,symbol
Prr19,Prr19,symbol
Tmem145,Tmem145,symbol
Megf8,Megf8,symbol
Cnfn,Cnfn,symbol
Lipe,Lipe,symbol
AC121639.1,AC121639.1,symbol
Cxcl17,Cxcl17,symbol
ENSRNOG00000062365,,ensembl
Ceacam1,Ceacam1,symbol
ENSRNOG00000066241,,ensembl
ENSRNOG00000065336,,ensembl
Erich4,Erich4,symbol
Dmac2,Dmac2,symbol
B3gnt8,B3gnt8,symbol
Bckdha,Bckdha,symbol
Exosc5,Exosc5,symbol
Tmem91,Tmem91,symbol
B9d2,B9d2,symbol
Tgfb1,Tgfb1,symbol
Ccdc97,Ccdc97,symbol
Hnrnpul1,Hnrnpul1,symbol
Axl,Axl,symbol
ENSRNOG00000071194,,ensembl
Cyp2s1,Cyp2s1,symbol
Y_RNA,Y_RNA,symbol
Cyp2b1,Cyp2b1,symbol
Cyp2b2,Cyp2b2,symbol
Cyp2b3,Cyp2b3,symbol
ENSRNOG00000064289,,ensembl
ENSRNOG00000070095,,ensembl
LOC103691092,LOC103691092,symbol
Cyp2b21,Cyp2b21,symbol
AC142154.1,AC142154.1,symbol
ENSRNOG00000068117,,ensembl
Cyp2b12,Cyp2b12,symbol
LOC103691072,LOC103691072,symbol
Cyp2b15,Cyp2b15,symbol
Cyp2g1,Cyp2g1,symbol
Cyp2a3,Cyp2a3,symbol
ENSRNOG00000064406,,ensembl
Cyp2a2,Cyp2a2,symbol
Cyp2a2,Cyp2a2,symbol
ENSRNOG00000066358,,ensembl
ENSRNOG00000063331,,ensembl
ENSRNOG00000069496,,ensembl
Cyp2f4,Cyp2f4,symbol
Cyp2t1,Cyp2t1,symbol
Egln2,Egln2,symbol
Rab4b,Rab4b,symbol
Mia,Mia,symbol
Snrpa,Snrpa,symbol
Actmap,Actmap,symbol
Itpkc,Itpkc,symbol
Coq8b,Coq8b,symbol
Numbl,Numbl,symbol
Ltbp4,Ltbp4,symbol
Shkbp1,Shkbp1,symbol
Sptbn4,Sptbn4,symbol
Blvrb,Blvrb,symbol
Sertad3,Sertad3,symbol
Sertad1,Sertad1,symbol
Prx,Prx,symbol
Hipk4,Hipk4,symbol
Pld3,Pld3,symbol
RGD1307554,RGD1307554,symbol
Akt2,Akt2,symbol
Ttc9b,Ttc9b,symbol
Map3k10,Map3k10,symbol
Zfp780b,Zfp780b,symbol
LOC120100153,LOC120100153,symbol
Zfp780b,Zfp780b,symbol
Zfp780b,Zfp780b,symbol
LOC102553760,LOC102553760,symbol
AABR07071891.3,AABR07071891.3,symbol
Zfp780b-ps1,Zfp780b-ps1,symbol
ENSRNOG00000062668,,ensembl
Zfp59,Zfp59,symbol
LOC120100218,LOC120100218,symbol
Psmc4,Psmc4,symbol
LOC120100311,LOC120100311,symbol
Fcgbp,Fcgbp,symbol
Rnu6-105,Rnu6-105,symbol
Fcgbpl1,Fcgbpl1,symbol
ENSRNOG00000068057,,ensembl
Fbl,Fbl,symbol
Dyrk1b,Dyrk1b,symbol
ENSRNOG00000065487,Eid2,ensembl
Eid2b,Eid2b,symbol
Selenov,Selenov,symbol
Timm50,Timm50,symbol
Dll3,Dll3,symbol
Supt5h,Supt5h,symbol
Rps16,Rps16,symbol
LOC120100461,LOC120100461,symbol
Plekhg2,Plekhg2,symbol
Paf1,Paf1,symbol
Zfp36,Zfp36,symbol
Med29,Med29,symbol
Lrfn1,Lrfn1,symbol
Samd4b,Samd4b,symbol
Samd4b,Samd4b,symbol
Gmfg,Gmfg,symbol
Ifnl1,Ifnl1,symbol
Ifnl3,Ifnl3,symbol
Sycn,Sycn,symbol
Nccrp1,Nccrp1,symbol
Pak4,Pak4,symbol
Acp7,Acp7,symbol
Fbxo27,Fbxo27,symbol
Fbxo17,Fbxo17,symbol
Mrps12,Mrps12,symbol
Sars2,Sars2,symbol
Ccer2,Ccer2,symbol
Nfkbib,Nfkbib,symbol
Sirt2,Sirt2,symbol
Rinl,Rinl,symbol
ENSRNOG00000064851,,ensembl
Hnrnpl,Hnrnpl,symbol
Ech1,Ech1,symbol
Lgals4,Lgals4,symbol
Lgals7,Lgals7,symbol
Capn12,Capn12,symbol
Actn4,Actn4,symbol
Eif3k,Eif3k,symbol
Map4k1,Map4k1,symbol
Ryr1,Ryr1,symbol
Rasgrp4,Rasgrp4,symbol
Fam98c,Fam98c,symbol
Spred3,Spred3,symbol
Ggn,Ggn,symbol
Psmd8,Psmd8,symbol
Catsperg,Catsperg,symbol
Kcnk6,Kcnk6,symbol
Yif1b,Yif1b,symbol
LOC100361913,LOC100361913,symbol
Spint2,Spint2,symbol
Ppp1r14a,Ppp1r14a,symbol
Dpf1,Dpf1,symbol
Sipa1l3,Sipa1l3,symbol
ENSRNOG00000066678,,ensembl
ENSRNOG00000066718,,ensembl
AABR07002783.1,AABR07002783.1,symbol
AABR07002782.1,AABR07002782.1,symbol
ENSRNOG00000065238,,ensembl
LOC103689966,LOC103689966,symbol
ENSRNOG00000070886,,ensembl
ENSRNOG00000068225,,ensembl
Zfp790,Zfp790,symbol
Zfp790,Zfp790,symbol
Zfp790,Zfp790,symbol
LOC100912787,LOC100912787,symbol
Zfp420,Zfp420,symbol
Zfp27,Zfp27,symbol
LOC103690114,LOC103690114,symbol
Zfp74,Zfp74,symbol
LOC108348102,LOC108348102,symbol
Zfp14,Zfp14,symbol
Zfp82,Zfp82,symbol
ENSRNOG00000068709,,ensembl
ENSRNOG00000063696,,ensembl
Zfp566,Zfp566,symbol
LOC120100358,LOC120100358,symbol
Zfp260,Zfp260,symbol
Zfp382,Zfp382,symbol
Zfp146,Zfp146,symbol
ENSRNOG00000064421,,ensembl
Cox7a1,Cox7a1,symbol
Capns1,Capns1,symbol
LOC120100431,LOC120100431,symbol
Rnu6-826,Rnu6-826,symbol
Tbcb,Tbcb,symbol
Polr2i,Polr2i,symbol
Ovol3,Ovol3,symbol
Wdr62,Wdr62,symbol
ENSRNOG00000070097,,ensembl
Clip3,Clip3,symbol
Alkbh6,Alkbh6,symbol
Syne4,Syne4,symbol
Sdhaf1,Sdhaf1,symbol
Sdhaf1,Sdhaf1,symbol
Lrfn3,Lrfn3,symbol
Rnu2-57,Rnu2-57,symbol
ENSRNOG00000064444,,ensembl
Tyrobp,Tyrobp,symbol
Hcst,Hcst,symbol
Nfkbid,Nfkbid,symbol
Aplp1,Aplp1,symbol
Kirrel2,Kirrel2,symbol
Nphs1,Nphs1,symbol
Prodh2,Prodh2,symbol
RGD1560986,RGD1560986,symbol
Arhgap33,Arhgap33,symbol
Proser3,Proser3,symbol
Hspb6,Hspb6,symbol
Lin37,Lin37,symbol
Psenen,Psenen,symbol
U2af1l4,U2af1l4,symbol
Igflr1,Igflr1,symbol
Kmt2b,Kmt2b,symbol
Mir3569,Mir3569,symbol
Zbtb32,Zbtb32,symbol
Upk1a,Upk1a,symbol
Cox6b1,Cox6b1,symbol
Etv2,Etv2,symbol
Rbm42,Rbm42,symbol
Haus5,Haus5,symbol
LOC688924,LOC688924,symbol
Atp4a,Atp4a,symbol
Tmem147,Tmem147,symbol
Gapdhs,Gapdhs,symbol
Sbsn,Sbsn,symbol
Dmkn,Dmkn,symbol
Krtdap,Krtdap,symbol
LOC100361079,LOC100361079,symbol
Ffar2,Ffar2,symbol
ENSRNOG00000063599,,ensembl
Ffar3,Ffar3,symbol
Ffar1,Ffar1,symbol
Cd22,Cd22,symbol
Mag,Mag,symbol
Hamp,Hamp,symbol
Usf2,Usf2,symbol
Lsr,Lsr,symbol
Fam187b,Fam187b,symbol
Fxyd5,Fxyd5,symbol
Fxyd7,Fxyd7,symbol
Fxyd1,Fxyd1,symbol
Lgi4,Lgi4,symbol
Hpn,Hpn,symbol
Scn1b,Scn1b,symbol
Gramd1a,Gramd1a,symbol
RGD1561430,RGD1561430,symbol
RGD1563307,RGD1563307,symbol
Apbh,Apbh,symbol
Scgb2b2,Scgb2b2,symbol
Scgb2b24,Scgb2b24,symbol
Scgb1b24,Scgb1b24,symbol
AABR07002938.1,AABR07002938.1,symbol
ENSRNOG00000063830,,ensembl
Scgb1b30,Scgb1b30,symbol
Wtip,Wtip,symbol
LOC120100477,LOC120100477,symbol
Uba2,Uba2,symbol
Pdcd2l,Pdcd2l,symbol
Gpi,Gpi,symbol
ENSRNOG00000069365,,ensembl
Garre1,Garre1,symbol
Lsm14a,Lsm14a,symbol
Kctd15,Kctd15,symbol
Chst8,Chst8,symbol
ENSRNOG00000066257,,ensembl
LOC108349467,LOC108349467,symbol
ENSRNOG00000063196,,ensembl
ENSRNOG00000062362,,ensembl
RGD1560088,RGD1560088,symbol
AABR07002969.1,AABR07002969.1,symbol
LOC120100411,LOC120100411,symbol
Cebpg,Cebpg,symbol
Cebpa,Cebpa,symbol
ENSRNOG00000068513,,ensembl
Slc7a10,Slc7a10,symbol
Lrp3,Lrp3,symbol
LOC120100450,LOC120100450,symbol
Wdr88,Wdr88,symbol
Gpatch1,Gpatch1,symbol
Snrpg,Snrpg,symbol
Rhpn2,Rhpn2,symbol
Faap24,Faap24,symbol
Cep89,Cep89,symbol
Slc7a9,Slc7a9,symbol
Tdrd12,Tdrd12,symbol
AC136661.1,AC136661.1,symbol
Nudt19,Nudt19,symbol
Rgs9bp,Rgs9bp,symbol
Ankrd27,Ankrd27,symbol
Pdcd5,Pdcd5,symbol
Dpy19l3,Dpy19l3,symbol
Zfp507,Zfp507,symbol
Tshz3,Tshz3,symbol
RGD1562402,RGD1562402,symbol
Zfp536,Zfp536,symbol
LOC120100175,LOC120100175,symbol
Uri1,Uri1,symbol
Ccne1,Ccne1,symbol
LOC120100209,LOC120100209,symbol
LOC690000,LOC690000,symbol
Rnu6-968,Rnu6-968,symbol
Plekhf1,Plekhf1,symbol
Pop4,Pop4,symbol
ENSRNOG00000065242,,ensembl
Marf1-ps1,Marf1-ps1,symbol
LOC690114,LOC690114,symbol
LOC120100155,LOC120100155,symbol
ENSRNOG00000062334,,ensembl
LOC365238,LOC365238,symbol
LOC108348090,LOC108348090,symbol
Zfp939,Zfp939,symbol
Zfp619,Zfp619,symbol
LOC102548320,LOC102548320,symbol
Rnu6-856,Rnu6-856,symbol
Cdc42se2,Cdc42se2,symbol
Vstm2b,Vstm2b,symbol
MGC114499,MGC114499,symbol
C1h2orf78,C1h2orf78,symbol
ENSRNOG00000014455,,ensembl
Znf431l-ps8,Znf431l-ps8,symbol
ENSRNOG00000066874,,ensembl
AABR07003173.1,AABR07003173.1,symbol
LOC100912659,LOC100912659,symbol
Zfp141,Zfp141,symbol
LOC102555672,LOC102555672,symbol
Vom2r37,Vom2r37,symbol
Vom2r38,Vom2r38,symbol
LOC120100171,LOC120100171,symbol
LOC100912683,LOC100912683,symbol
Rnu6-658,Rnu6-658,symbol
LOC102556043,LOC102556043,symbol
LOC120099798,LOC120099798,symbol
Zfp715,Zfp715,symbol
Siglec5,Siglec5,symbol
Siglec10,Siglec10,symbol
C1H19orf84,C1H19orf84,symbol
Lim2,Lim2,symbol
Nkg7,Nkg7,symbol
Cldnd2,Cldnd2,symbol
Vsig10l,Vsig10l,symbol
Etfb,Etfb,symbol
Iglon5,Iglon5,symbol
Siglecl1,Siglecl1,symbol
Siglecl1,Siglecl1,symbol
Cd33,Cd33,symbol
Zfp658,Zfp658,symbol
LOC102556967,LOC102556967,symbol
ENSRNOG00000070104,,ensembl
Zfp819,Zfp819,symbol
Ceacam18,Ceacam18,symbol
Siglec8,Siglec8,symbol
Ctu1,Ctu1,symbol
Klk14,Klk14,symbol
LOC103691107,LOC103691107,symbol
Klk13,Klk13,symbol
Klk12,Klk12,symbol
Klk11,Klk11,symbol
Klk10,Klk10,symbol
Klk9,Klk9,symbol
Klk8,Klk8,symbol
Klk7,Klk7,symbol
Klk6,Klk6,symbol
Klk5,Klk5,symbol
Klk4,Klk4,symbol
ENSRNOG00000069419,,ensembl
Klk1c12,Klk1c12,symbol
ENSRNOG00000071144,,ensembl
Klk1c10,Klk1c10,symbol
ENSRNOG00000064814,,ensembl
Klk1c4,Klk1c4,symbol
ENSRNOG00000069479,,ensembl
Klk1c6,Klk1c6,symbol
Klk1c2,Klk1c2,symbol
Klk15,Klk15,symbol
ENSRNOG00000066972,,ensembl
ENSRNOG00000065143,,ensembl
Klk1c8,Klk1c8,symbol
ENSRNOG00000067174,Klk5l1,ensembl
Klk1c9,Klk1c9,symbol
AABR07003241.3,AABR07003241.3,symbol
ENSRNOG00000068507,,ensembl
Klk1,Klk1,symbol
ENSRNOG00000064968,,ensembl
ENSRNOG00000068886,,ensembl
Klk1c3,Klk1c3,symbol
Klk15,Klk15,symbol
Klk1b3,Klk1b3,symbol
LOC102552731,LOC102552731,symbol
LOC102552485,LOC102552485,symbol
Fv1,Fv1,symbol
Snord88c,Snord88c,symbol
LOC120100470,LOC120100470,symbol
LOC120100471,LOC120100471,symbol
Snord88b,Snord88b,symbol
Acp4,Acp4,symbol
LOC103691109,LOC103691109,symbol
Clec11a,Clec11a,symbol
Shank1,Shank1,symbol
C1h19orf81,C1h19orf81,symbol
Syt3,Syt3,symbol
Lrrc4b,Lrrc4b,symbol
Emc10,Emc10,symbol
Aspdh,Aspdh,symbol
Josd2,Josd2,symbol
Garin5a,Garin5a,symbol
Mybpc2,Mybpc2,symbol
Spib,Spib,symbol
Pold1,Pold1,symbol
Nr1h2,Nr1h2,symbol
Napsa,Napsa,symbol
Kcnc3,Kcnc3,symbol
Myh14,Myh14,symbol
Izumo2,Izumo2,symbol
Zfp473,Zfp473,symbol
Vrk3,Vrk3,symbol
Nup62,Nup62,symbol
Il4i1,Il4i1,symbol
Atf5,Atf5,symbol
Tbc1d17,Tbc1d17,symbol
Akt1s1,Akt1s1,symbol
Pnkp,Pnkp,symbol
Ptov1,Ptov1,symbol
Med25,Med25,symbol
Fuz,Fuz,symbol
Ap2a1,Ap2a1,symbol
Tsks,Tsks,symbol
Cpt1c,Cpt1c,symbol
Prmt1,Prmt1,symbol
Bcl2l12,Bcl2l12,symbol
Irf3,Irf3,symbol
Scaf1,Scaf1,symbol
Rras,Rras,symbol
Prr12,Prr12,symbol
Prrg2,Prrg2,symbol
Nosip,Nosip,symbol
Rcn3,Rcn3,symbol
Fcgrt,Fcgrt,symbol
ENSRNOG00000065292,,ensembl
Mir150,Mir150,symbol
Rps11,Rps11,symbol
Snord35b,Snord35b,symbol
Rpl13a,Rpl13a,symbol
Snord35a,Snord35a,symbol
LOC120100340,LOC120100340,symbol
Snord33,Snord33,symbol
LOC120100339,LOC120100339,symbol
Aldh16a1,Aldh16a1,symbol
Pih1d1,Pih1d1,symbol
Slc17a7,Slc17a7,symbol
Gfy,Gfy,symbol
Kash5,Kash5,symbol
Dkkl1,Dkkl1,symbol
Tead2,Tead2,symbol
Cd37,Cd37,symbol
Slc6a16,Slc6a16,symbol
Slc6a21,Slc6a21,symbol
Trpm4,Trpm4,symbol
Hrc,Hrc,symbol
Ppfia3,Ppfia3,symbol
Lin7b,Lin7b,symbol
Snrnp70,Snrnp70,symbol
Kcna7,Kcna7,symbol
Ntf4,Ntf4,symbol
Lhb,Lhb,symbol
Lhb,Lhb,symbol
Ruvbl2,Ruvbl2,symbol
Gys1,Gys1,symbol
Ftl1,Ftl1,symbol
Bax,Bax,symbol
Dhdh,Dhdh,symbol
Tulp2,Tulp2,symbol
Nucb1,Nucb1,symbol
Ppp1r15a,Ppp1r15a,symbol
Plekha4,Plekha4,symbol
Hsd17b14,Hsd17b14,symbol
Bcat2,Bcat2,symbol
Fgf21,Fgf21,symbol
Fut1,Fut1,symbol
Rasip1,Rasip1,symbol
Mamstr,Mamstr,symbol
Fut2,Fut2,symbol
Sec1,Sec1,symbol
Ntn5,Ntn5,symbol
Car11,Car11,symbol
Dbp,Dbp,symbol
Sphk2,Sphk2,symbol
Rpl18,Rpl18,symbol
Fam83e,Fam83e,symbol
Spaca4,Spaca4,symbol
Sult2b1,Sult2b1,symbol
Lmtk3,Lmtk3,symbol
Cyth2,Cyth2,symbol
Kcnj14,Kcnj14,symbol
Grwd1,Grwd1,symbol
Grin2d,Grin2d,symbol
Kdelr1,Kdelr1,symbol
Syngr4,Syngr4,symbol
Tmem143,Tmem143,symbol
Emp3,Emp3,symbol
Odad1,Odad1,symbol
Abcc6,Abcc6,symbol
Nomo1,Nomo1,symbol
ENSRNOG00000066508,,ensembl
Ncr3lg1,Ncr3lg1,symbol
Kcnj11,Kcnj11,symbol
Abcc8,Abcc8,symbol
Ush1c,Ush1c,symbol
Otog,Otog,symbol
Myod1,Myod1,symbol
ENSRNOG00000065728,,ensembl
Kcnc1,Kcnc1,symbol
Sergef,Sergef,symbol
Tph1,Tph1,symbol
Saal1,Saal1,symbol
Saa4,Saa4,symbol
Gtf2h1,Gtf2h1,symbol
Ldha,Ldha,symbol
Ldhc,Ldhc,symbol
Tsg101,Tsg101,symbol
Uevld,Uevld,symbol
LOC100911574,LOC100911574,symbol
Spty2d1,Spty2d1,symbol
AABR07003273.1,AABR07003273.1,symbol
Tmem86a,Tmem86a,symbol
Ptpn5,Ptpn5,symbol
Mrgprx3,Mrgprx3,symbol
ENSRNOG00000063455,,ensembl
Mrgprx1,Mrgprx1,symbol
Mrgprb4,Mrgprb4,symbol
ENSRNOG00000064833,,ensembl
Mrgprb5,Mrgprb5,symbol
Mrgprb13,Mrgprb13,symbol
Mrgprb13-ps2,Mrgprb13-ps2,symbol
LOC120093062,LOC120093062,symbol
